Item_Weight,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age
14.5,Regular,Canned,40.5454,Small,Tier 1,Supermarket Type1,1216.4166,26
13.35,Low Fat,Baking Goods,93.4804,Medium,Tier 3,Supermarket Type2,1102.5648,14
17.5,Low Fat,Meat,139.918,High,Tier 3,Supermarket Type1,419.454,36
12.1,Low Fat,Fruits and Vegetables,108.428,High,Tier 3,Supermarket Type1,1278.336,36
5.88,Low Fat,Frozen Foods,153.2998,High,Tier 3,Supermarket Type1,2153.1972,36
10.695,Low Fat,Fruits and Vegetables,61.2536,High,Tier 3,Supermarket Type1,673.7896,36
7.68,Low Fat,Fruits and Vegetables,193.3162,Medium,Tier 3,Supermarket Type2,5772.486,14
9.3,Low Fat,Hard Drinks,125.4388,Small,Tier 2,Supermarket Type1,3715.164,19
5.98,Low Fat,Fruits and Vegetables,148.4418,High,Tier 3,Supermarket Type1,2354.2688,36
17.7,Low Fat,Household,167.6474,Medium,Tier 3,Supermarket Type2,3874.2902,14
15.0,Regular,Baking Goods,219.8456,Small,Tier 1,Supermarket Type1,4863.0032,26
15.7,Low Fat,Hard Drinks,42.577,Medium,Tier 1,Supermarket Type1,952.094,24
9.8,Regular,Fruits and Vegetables,113.8492,High,Tier 3,Supermarket Type1,1737.738,36
17.6,Regular,Snack Foods,98.241,Small,Tier 2,Supermarket Type1,1930.82,19
9.8,Regular,Breads,84.6908,Small,Tier 2,Supermarket Type1,1006.6896,19
7.84,Regular,Canned,48.935,Small,Tier 1,Supermarket Type1,798.96,26
5.44,Regular,Baking Goods,174.637,High,Tier 3,Supermarket Type1,2999.429,36
11.5,Regular,Dairy,86.054,Small,Tier 2,Supermarket Type1,1384.864,19
16.85,Regular,Frozen Foods,195.5478,Small,Tier 2,Supermarket Type1,4262.4516,19
17.85,Low Fat,Breads,93.7436,Medium,Tier 3,Supermarket Type2,1134.5232,14
10.3,Regular,Snack Foods,87.254,Small,Tier 1,Supermarket Type1,1211.756,26
7.575,Low Fat,Dairy,195.2768,Small,Tier 1,Supermarket Type1,5715.2272,26
5.925,Regular,Dairy,42.8086,Small,Tier 1,Supermarket Type1,669.129,26
7.315,Low Fat,Snack Foods,153.434,Medium,Tier 1,Supermarket Type1,459.402,24
8.575,Regular,Dairy,193.3794,High,Tier 3,Supermarket Type1,780.3176,36
12.3,Regular,Fruits and Vegetables,176.3396,Medium,Tier 1,Supermarket Type1,1395.5168,24
8.895,Low Fat,Frozen Foods,208.9954,Medium,Tier 1,Supermarket Type1,4584.6988,24
16.75,Regular,Meat,73.2038,Small,Tier 2,Supermarket Type1,1404.1722,19
6.67,Regular,Snack Foods,90.5514,Medium,Tier 3,Supermarket Type2,974.0654,14
12.8,Regular,Meat,223.2404,Medium,Tier 3,Supermarket Type2,2475.4444,14
20.1,Low Fat,Household,120.6782,Small,Tier 2,Supermarket Type1,1310.9602,19
17.6,Low Fat,Soft Drinks,164.2526,Medium,Tier 1,Supermarket Type1,1315.6208,24
8.21,Low Fat,Dairy,89.2198,Medium,Tier 1,Supermarket Type1,1308.297,24
7.39,Low Fat,Household,252.6066,Small,Tier 1,Supermarket Type1,2259.0594,26
6.3,Low Fat,Canned,209.627,Medium,Tier 3,Supermarket Type2,3984.813,14
12.35,Regular,Meat,157.9946,High,Tier 3,Supermarket Type1,3313.6866,36
15.3,Regular,Canned,215.0218,Small,Tier 1,Supermarket Type1,1923.4962,26
12.1,Low Fat,Soft Drinks,146.9444,Small,Tier 1,Supermarket Type1,1596.5884,26
9.195,Low Fat,Baking Goods,43.6744,Medium,Tier 3,Supermarket Type2,407.4696,14
17.6,Low Fat,Dairy,89.3856,Medium,Tier 1,Supermarket Type1,878.856,24
16.5,Regular,Canned,101.199,Small,Tier 1,Supermarket Type1,1031.99,26
11.35,Regular,Fruits and Vegetables,201.0742,Medium,Tier 3,Supermarket Type2,2189.8162,14
12.85,Low Fat,Snack Foods,170.6422,High,Tier 3,Supermarket Type1,2931.5174,36
5.88,Low Fat,Household,149.4392,Small,Tier 2,Supermarket Type1,1640.5312,19
18.25,Regular,Dairy,155.863,Medium,Tier 3,Supermarket Type2,2346.945,14
19.5,Low Fat,Household,182.2608,Medium,Tier 1,Supermarket Type1,3307.6944,24
5.615,Low Fat,Health and Hygiene,121.973,Small,Tier 1,Supermarket Type1,2463.46,26
11.85,Regular,Baking Goods,50.5666,High,Tier 3,Supermarket Type1,922.7988,36
6.195,Low Fat,Snack Foods,121.3098,Small,Tier 2,Supermarket Type1,4820.392,19
6.67,Regular,Snack Foods,89.1514,Small,Tier 1,Supermarket Type1,2390.8878,26
20.6,Low Fat,Health and Hygiene,148.4392,High,Tier 3,Supermarket Type1,1789.6704,36
19.6,Low Fat,Household,87.0514,Small,Tier 2,Supermarket Type1,2125.2336,19
5.695,Regular,Breads,257.4988,Medium,Tier 3,Supermarket Type2,3083.9856,14
17.75,Regular,Baking Goods,188.024,Medium,Tier 1,Supermarket Type1,2796.36,24
16.1,Low Fat,Fruits and Vegetables,252.3356,Small,Tier 1,Supermarket Type1,3815.034,26
7.285,Low Fat,Dairy,156.9288,High,Tier 3,Supermarket Type1,1571.288,36
20.75,Regular,Frozen Foods,180.3318,High,Tier 3,Supermarket Type1,4149.9314,36
5.0,Low Fat,Soft Drinks,188.853,Small,Tier 1,Supermarket Type1,5502.837,26
11.15,Low Fat,Dairy,44.9744,High,Tier 3,Supermarket Type1,498.0184,36
15.6,Low Fat,Snack Foods,220.4798,Medium,Tier 3,Supermarket Type2,661.1394,14
17.2,Regular,Fruits and Vegetables,225.4088,Medium,Tier 3,Supermarket Type2,2460.7968,14
16.25,Low Fat,Dairy,95.541,Medium,Tier 1,Supermarket Type1,1544.656,24
13.35,Low Fat,Snack Foods,150.3708,Medium,Tier 1,Supermarket Type1,4363.6532,24
20.1,Regular,Fruits and Vegetables,194.282,Medium,Tier 3,Supermarket Type2,1544.656,14
10.85,Low Fat,Household,115.1808,Small,Tier 1,Supermarket Type1,2109.2544,26
12.5,Regular,Fruits and Vegetables,91.7488,Medium,Tier 1,Supermarket Type1,1358.232,24
6.195,Low Fat,Snack Foods,122.2098,Small,Tier 1,Supermarket Type1,1205.098,26
15.1,Low Fat,Household,238.9248,High,Tier 3,Supermarket Type1,6636.6944,36
13.15,Low Fat,Snack Foods,182.895,Small,Tier 2,Supermarket Type1,3112.615,19
7.825,Low Fat,Meat,65.0826,Small,Tier 2,Supermarket Type1,1162.4868,19
18.85,Low Fat,Household,195.5136,Medium,Tier 3,Supermarket Type2,1749.7224,14
15.35,Low Fat,Frozen Foods,62.5168,Medium,Tier 3,Supermarket Type2,447.4176,14
11.3,Low Fat,Meat,196.2426,Medium,Tier 3,Supermarket Type2,4943.565,14
15.15,Low Fat,Baking Goods,150.1708,Small,Tier 1,Supermarket Type1,1504.708,26
20.7,Regular,Frozen Foods,117.7466,Medium,Tier 3,Supermarket Type2,2828.3184,14
18.0,Low Fat,Household,171.1422,Small,Tier 1,Supermarket Type1,2931.5174,26
9.5,Low Fat,Soft Drinks,32.99,Small,Tier 2,Supermarket Type1,133.16,19
9.6,Regular,Snack Foods,258.1304,Medium,Tier 3,Supermarket Type2,2324.9736,14
15.85,Low Fat,Breads,177.437,Medium,Tier 3,Supermarket Type2,5645.984,14
17.25,Low Fat,Soft Drinks,263.391,Small,Tier 2,Supermarket Type1,6311.784,19
17.5,Low Fat,Frozen Foods,256.4304,Small,Tier 2,Supermarket Type1,1808.3128,19
8.43,Low Fat,Household,170.5422,Small,Tier 2,Supermarket Type1,3621.2862,19
10.695,Regular,Breakfast,173.8712,Medium,Tier 3,Supermarket Type2,4570.0512,14
7.855,Regular,Baking Goods,38.3848,Small,Tier 1,Supermarket Type1,932.12,26
11.15,Low Fat,Others,65.0142,Medium,Tier 1,Supermarket Type1,1120.5414,24
16.0,Low Fat,Dairy,224.3404,Medium,Tier 3,Supermarket Type2,4500.808,14
8.895,Regular,Frozen Foods,162.1236,Medium,Tier 1,Supermarket Type1,2577.9776,24
17.75,Low Fat,Dairy,248.275,Small,Tier 2,Supermarket Type1,998.7,19
9.5,Low Fat,Fruits and Vegetables,111.1228,Medium,Tier 1,Supermarket Type1,663.1368,24
15.85,Low Fat,Household,42.5112,Medium,Tier 1,Supermarket Type1,852.224,24
6.63,Regular,Baking Goods,166.85,High,Tier 3,Supermarket Type1,5326.4,36
7.72,Regular,Breads,78.8986,Medium,Tier 1,Supermarket Type1,623.1888,24
8.51,Low Fat,Household,142.147,Medium,Tier 1,Supermarket Type1,1717.764,24
7.52,Regular,Baking Goods,182.995,Medium,Tier 3,Supermarket Type2,4394.28,14
7.64,Regular,Snack Foods,91.212,High,Tier 3,Supermarket Type1,466.06,36
5.655,Low Fat,Fruits and Vegetables,167.25,Medium,Tier 3,Supermarket Type2,2330.3,14
17.85,Low Fat,Breads,94.1436,High,Tier 3,Supermarket Type1,1607.2412,36
9.195,Regular,Snack Foods,159.5578,Medium,Tier 1,Supermarket Type1,1283.6624,24
13.8,Low Fat,Canned,106.9254,Small,Tier 1,Supermarket Type1,2930.1858,26
16.1,Low Fat,Soft Drinks,192.6846,Small,Tier 1,Supermarket Type1,2866.269,26
7.47,Regular,Frozen Foods,214.4218,Medium,Tier 3,Supermarket Type2,4274.436,14
9.13,Low Fat,Household,150.2024,High,Tier 3,Supermarket Type1,1821.6288,36
18.85,Low Fat,Snack Foods,41.648,High,Tier 3,Supermarket Type1,759.012,36
8.695,Low Fat,Household,94.8094,Medium,Tier 3,Supermarket Type2,1428.141,14
6.57,Low Fat,Hard Drinks,259.7278,High,Tier 3,Supermarket Type1,2863.6058,36
10.195,Regular,Frozen Foods,139.0838,Small,Tier 2,Supermarket Type1,3652.5788,19
10.1,Low Fat,Health and Hygiene,197.5084,Small,Tier 2,Supermarket Type1,2976.126,19
11.35,Regular,Fruits and Vegetables,167.879,Medium,Tier 1,Supermarket Type1,4074.696,24
18.5,Regular,Frozen Foods,148.3418,High,Tier 3,Supermarket Type1,1765.7016,36
11.0,Regular,Fruits and Vegetables,241.7512,Small,Tier 1,Supermarket Type1,3635.268,26
13.8,Low Fat,Dairy,246.2802,Medium,Tier 3,Supermarket Type2,1228.401,14
6.675,Low Fat,Snack Foods,93.2462,Medium,Tier 1,Supermarket Type1,1480.7392,24
12.5,Low Fat,Health and Hygiene,96.7384,Small,Tier 2,Supermarket Type1,2759.0752,19
12.15,Low Fat,Breads,163.6184,Medium,Tier 3,Supermarket Type2,2311.6576,14
18.85,Regular,Snack Foods,251.8724,Medium,Tier 3,Supermarket Type2,3271.7412,14
6.785,Regular,Meat,44.0112,Medium,Tier 3,Supermarket Type2,340.8896,14
8.3,Low Fat,Fruits and Vegetables,38.0506,Small,Tier 2,Supermarket Type1,531.3084,19
16.2,Regular,Frozen Foods,175.537,Medium,Tier 1,Supermarket Type1,3528.74,24
15.85,Low Fat,Canned,39.9506,High,Tier 3,Supermarket Type1,645.1602,36
14.1,Low Fat,Baking Goods,54.5956,Small,Tier 1,Supermarket Type1,1037.3164,26
17.75,Low Fat,Seafood,34.2216,High,Tier 3,Supermarket Type1,934.7832,36
11.6,Regular,Snack Foods,223.0404,Medium,Tier 3,Supermarket Type2,1125.202,14
20.7,Low Fat,Household,152.8366,Small,Tier 2,Supermarket Type1,2569.3222,19
10.6,Regular,Breakfast,48.9008,Medium,Tier 1,Supermarket Type1,708.4112,24
9.195,Low Fat,Frozen Foods,58.9246,Medium,Tier 3,Supermarket Type2,926.7936,14
6.96,Low Fat,Soft Drinks,92.7146,High,Tier 3,Supermarket Type1,1733.0774,36
14.35,Regular,Frozen Foods,231.2984,Small,Tier 2,Supermarket Type1,6024.1584,19
20.25,Regular,Baking Goods,240.3538,Medium,Tier 1,Supermarket Type1,4086.0146,24
14.3,Regular,Fruits and Vegetables,89.8856,Medium,Tier 3,Supermarket Type2,1406.1696,14
20.75,Low Fat,Soft Drinks,153.5024,Medium,Tier 1,Supermarket Type1,2428.8384,24
16.0,Low Fat,Starchy Foods,223.8404,High,Tier 3,Supermarket Type1,3600.6464,36
6.035,Regular,Baking Goods,188.324,High,Tier 3,Supermarket Type1,1491.392,36
11.35,Regular,Fruits and Vegetables,169.279,Small,Tier 2,Supermarket Type1,2376.906,19
15.85,Low Fat,Starchy Foods,38.3164,Small,Tier 1,Supermarket Type1,540.6296,26
10.695,Regular,Dairy,119.244,High,Tier 3,Supermarket Type1,3475.476,36
18.75,Low Fat,Dairy,97.4042,Medium,Tier 1,Supermarket Type1,2281.6966,24
8.655,Regular,Snack Foods,122.6756,Small,Tier 2,Supermarket Type1,2302.3364,19
6.92,Low Fat,Dairy,63.5852,Small,Tier 2,Supermarket Type1,751.0224,19
8.06,Low Fat,Breakfast,232.3326,High,Tier 3,Supermarket Type1,2541.3586,36
20.25,Regular,Dairy,194.1162,Medium,Tier 1,Supermarket Type1,3848.324,24
16.75,Low Fat,Snack Foods,155.163,High,Tier 3,Supermarket Type1,2972.797,36
15.0,Low Fat,Snack Foods,229.3694,Medium,Tier 3,Supermarket Type2,5024.1268,14
20.1,Regular,Fruits and Vegetables,193.382,Small,Tier 2,Supermarket Type1,4247.804,19
15.35,Low Fat,Soft Drinks,92.112,Small,Tier 2,Supermarket Type1,1118.544,19
18.25,Regular,Dairy,108.557,Small,Tier 2,Supermarket Type1,1208.427,19
15.1,Low Fat,Baking Goods,159.9604,Small,Tier 2,Supermarket Type1,2852.2872,19
9.3,Low Fat,Hard Drinks,123.2388,Medium,Tier 1,Supermarket Type1,1857.582,24
17.85,Low Fat,Health and Hygiene,96.6094,Medium,Tier 1,Supermarket Type1,856.8846,24
7.68,Low Fat,Health and Hygiene,85.2224,Medium,Tier 3,Supermarket Type2,1278.336,14
15.7,Regular,Canned,113.7202,Small,Tier 2,Supermarket Type1,3263.0858,19
19.35,Regular,Meat,168.3816,Small,Tier 1,Supermarket Type1,1342.2528,26
20.2,Low Fat,Household,154.634,High,Tier 3,Supermarket Type1,4287.752,36
13.6,Regular,Frozen Foods,110.0912,Small,Tier 2,Supermarket Type1,1965.4416,19
6.095,Low Fat,Others,141.4154,Small,Tier 1,Supermarket Type1,1418.154,26
12.35,Low Fat,Household,120.5124,Medium,Tier 1,Supermarket Type1,2133.2232,24
5.46,Regular,Canned,184.824,Small,Tier 2,Supermarket Type1,4287.752,19
20.35,Regular,Fruits and Vegetables,234.0958,Small,Tier 2,Supermarket Type1,2570.6538,19
19.75,Low Fat,Household,103.0332,Small,Tier 1,Supermarket Type1,1230.3984,26
18.35,Regular,Frozen Foods,184.8266,High,Tier 3,Supermarket Type1,3872.9586,36
8.615,Low Fat,Fruits and Vegetables,94.1436,High,Tier 3,Supermarket Type1,1512.6976,36
8.8,Low Fat,Snack Foods,209.1612,High,Tier 3,Supermarket Type1,2090.612,36
6.15,Low Fat,Baking Goods,97.8384,Small,Tier 2,Supermarket Type1,2069.3064,19
12.1,Low Fat,Baking Goods,221.4114,Small,Tier 1,Supermarket Type1,5099.3622,26
10.195,Low Fat,Snack Foods,149.8076,High,Tier 3,Supermarket Type1,2217.114,36
20.35,Regular,Fruits and Vegetables,234.9958,High,Tier 3,Supermarket Type1,5842.395,36
10.5,Low Fat,Hard Drinks,157.0946,Small,Tier 2,Supermarket Type1,2209.1244,19
16.25,Low Fat,Fruits and Vegetables,123.9046,Medium,Tier 3,Supermarket Type2,1120.5414,14
18.25,Regular,Dairy,110.157,Medium,Tier 3,Supermarket Type2,1867.569,14
9.8,Regular,Snack Foods,118.6098,Small,Tier 2,Supermarket Type1,843.5686,19
15.35,Low Fat,Others,144.047,Small,Tier 1,Supermarket Type1,286.294,26
10.3,Regular,Fruits and Vegetables,191.653,Medium,Tier 1,Supermarket Type1,5313.084,24
17.35,Regular,Canned,86.1856,High,Tier 3,Supermarket Type1,703.0848,36
7.725,Low Fat,Household,123.0414,Medium,Tier 1,Supermarket Type1,1583.9382,24
19.7,Low Fat,Baking Goods,177.766,Small,Tier 2,Supermarket Type1,2696.49,19
17.7,Low Fat,Fruits and Vegetables,116.6834,Small,Tier 2,Supermarket Type1,3570.6854,19
9.0,Regular,Breakfast,56.3614,Small,Tier 1,Supermarket Type1,1547.3192,26
18.6,Low Fat,Household,123.1414,Small,Tier 2,Supermarket Type1,2314.9866,19
7.565,Low Fat,Health and Hygiene,58.393,Medium,Tier 3,Supermarket Type2,509.337,14
11.15,Low Fat,Health and Hygiene,163.2526,High,Tier 3,Supermarket Type1,1480.0734,36
20.2,Regular,Meat,175.6028,Small,Tier 2,Supermarket Type1,3364.9532,19
6.135,Low Fat,Soft Drinks,161.1236,Medium,Tier 3,Supermarket Type2,644.4944,14
8.905,Low Fat,Frozen Foods,60.2878,Medium,Tier 3,Supermarket Type2,1151.1682,14
6.135,Low Fat,Soft Drinks,114.286,Small,Tier 1,Supermarket Type1,2376.906,26
16.5,Regular,Snack Foods,143.9128,Medium,Tier 3,Supermarket Type2,1581.9408,14
8.27,Regular,Soft Drinks,184.8924,Small,Tier 1,Supermarket Type1,4442.2176,26
12.35,Regular,Fruits and Vegetables,109.857,Medium,Tier 1,Supermarket Type1,1208.427,24
11.8,Regular,Snack Foods,34.9558,Medium,Tier 1,Supermarket Type1,373.5138,24
20.2,Regular,Baking Goods,195.011,Small,Tier 2,Supermarket Type1,2749.754,19
5.785,Regular,Fruits and Vegetables,87.3856,Medium,Tier 1,Supermarket Type1,878.856,24
7.59,Regular,Fruits and Vegetables,172.808,Medium,Tier 3,Supermarket Type2,2250.404,14
6.26,Low Fat,Household,110.2228,Medium,Tier 1,Supermarket Type1,1547.3192,24
8.615,Low Fat,Fruits and Vegetables,95.4436,Medium,Tier 3,Supermarket Type2,567.2616,14
16.7,Regular,Starchy Foods,63.6168,Medium,Tier 1,Supermarket Type1,1342.2528,24
11.395,Low Fat,Health and Hygiene,47.6034,Small,Tier 1,Supermarket Type1,1312.2918,26
16.6,Low Fat,Hard Drinks,172.9422,High,Tier 3,Supermarket Type1,2931.5174,36
6.865,Low Fat,Soft Drinks,127.6652,Small,Tier 2,Supermarket Type1,2841.6344,19
16.85,Low Fat,Snack Foods,147.476,Small,Tier 1,Supermarket Type1,2929.52,26
7.39,Low Fat,Others,143.447,Medium,Tier 3,Supermarket Type2,2290.352,14
18.25,Low Fat,Snack Foods,122.6046,Medium,Tier 1,Supermarket Type1,2988.1104,24
12.35,Regular,Baking Goods,77.1328,High,Tier 3,Supermarket Type1,2239.7512,36
12.1,Low Fat,Fruits and Vegetables,177.8002,Small,Tier 1,Supermarket Type1,1611.9018,26
15.35,Low Fat,Soft Drinks,197.2768,Medium,Tier 3,Supermarket Type2,3941.536,14
19.0,Low Fat,Household,127.1336,Small,Tier 1,Supermarket Type1,2812.3392,26
20.7,Low Fat,Fruits and Vegetables,38.7506,High,Tier 3,Supermarket Type1,227.7036,36
17.75,Low Fat,Others,107.5912,Small,Tier 1,Supermarket Type1,1528.6768,26
9.895,Regular,Frozen Foods,262.1278,Medium,Tier 1,Supermarket Type1,3904.917,24
13.0,Low Fat,Household,48.0034,Medium,Tier 3,Supermarket Type2,923.4646,14
9.5,Low Fat,Snack Foods,253.3724,Medium,Tier 3,Supermarket Type2,755.0172,14
12.15,Regular,Canned,126.5046,High,Tier 3,Supermarket Type1,373.5138,36
16.5,Regular,Fruits and Vegetables,102.1332,Medium,Tier 1,Supermarket Type1,1743.0644,24
17.75,Low Fat,Others,180.366,Small,Tier 1,Supermarket Type1,2336.958,26
18.25,Low Fat,Frozen Foods,226.0062,Medium,Tier 1,Supermarket Type1,1805.6496,24
8.68,Low Fat,Frozen Foods,96.5384,Small,Tier 1,Supermarket Type1,1182.4608,26
6.78,Regular,Baking Goods,95.012,Medium,Tier 1,Supermarket Type1,2050.664,24
17.2,Regular,Canned,165.3184,High,Tier 3,Supermarket Type1,990.7104,36
9.6,Low Fat,Snack Foods,244.417,Small,Tier 1,Supermarket Type1,1944.136,26
10.1,Low Fat,Hard Drinks,59.9878,High,Tier 3,Supermarket Type1,484.7024,36
6.405,Low Fat,Snack Foods,128.1678,Small,Tier 2,Supermarket Type1,1017.3424,19
14.1,Low Fat,Fruits and Vegetables,88.6198,Medium,Tier 3,Supermarket Type2,1133.8574,14
13.85,Low Fat,Soft Drinks,141.0154,Medium,Tier 3,Supermarket Type2,1701.7848,14
14.35,Low Fat,Baking Goods,80.096,Medium,Tier 3,Supermarket Type2,1278.336,14
15.0,Regular,Canned,59.4904,Medium,Tier 3,Supermarket Type2,644.4944,14
17.25,Low Fat,Frozen Foods,40.5822,Small,Tier 2,Supermarket Type1,785.644,19
7.035,Low Fat,Frozen Foods,262.091,Small,Tier 1,Supermarket Type1,4207.856,26
7.785,Low Fat,Fruits and Vegetables,61.451,Medium,Tier 1,Supermarket Type1,759.012,24
17.6,Regular,Snack Foods,120.8782,Medium,Tier 1,Supermarket Type1,2621.9204,24
7.905,Low Fat,Hard Drinks,229.2694,Small,Tier 1,Supermarket Type1,1826.9552,26
20.7,Low Fat,Dairy,177.2028,Medium,Tier 3,Supermarket Type2,3364.9532,14
18.35,Regular,Fruits and Vegetables,83.9882,High,Tier 3,Supermarket Type1,1202.4348,36
10.195,Regular,Meat,196.311,Small,Tier 1,Supermarket Type1,589.233,26
8.1,Low Fat,Fruits and Vegetables,210.9902,Small,Tier 2,Supermarket Type1,6371.706,19
17.6,Low Fat,Household,182.6976,Small,Tier 1,Supermarket Type1,3440.8544,26
11.15,Regular,Baking Goods,105.8648,Medium,Tier 1,Supermarket Type1,1973.4312,24
7.64,Regular,Snack Foods,93.412,Small,Tier 1,Supermarket Type1,1491.392,26
8.39,Regular,Frozen Foods,114.0176,Small,Tier 1,Supermarket Type1,2290.352,26
17.2,Low Fat,Meat,162.1578,Small,Tier 1,Supermarket Type1,1283.6624,26
6.135,Low Fat,Soft Drinks,114.386,Medium,Tier 1,Supermarket Type1,1018.674,24
7.825,Regular,Frozen Foods,157.5288,Small,Tier 1,Supermarket Type1,942.7728,26
10.895,Low Fat,Health and Hygiene,255.9672,Medium,Tier 3,Supermarket Type2,4857.6768,14
19.5,Regular,Canned,85.754,Small,Tier 2,Supermarket Type1,2163.85,19
15.5,Regular,Baking Goods,83.2934,Medium,Tier 1,Supermarket Type1,1883.5482,24
7.3,Low Fat,Frozen Foods,147.2076,Medium,Tier 1,Supermarket Type1,1921.4988,24
19.35,Regular,Meat,168.9816,Small,Tier 2,Supermarket Type1,2852.2872,19
12.15,Low Fat,Others,122.173,High,Tier 3,Supermarket Type1,2586.633,36
8.3,Regular,Dairy,87.1198,Medium,Tier 3,Supermarket Type2,959.4178,14
16.7,Regular,Baking Goods,100.0384,Medium,Tier 3,Supermarket Type2,2463.46,14
8.775,Low Fat,Dairy,41.9428,Small,Tier 1,Supermarket Type1,1537.998,26
7.55,Regular,Fruits and Vegetables,123.9072,High,Tier 3,Supermarket Type1,1102.5648,36
13.1,Regular,Frozen Foods,195.7768,Medium,Tier 1,Supermarket Type1,4138.6128,24
10.195,Low Fat,Hard Drinks,113.986,Medium,Tier 3,Supermarket Type2,452.744,14
18.85,Low Fat,Health and Hygiene,130.2626,Small,Tier 2,Supermarket Type1,2360.9268,19
10.895,Regular,Dairy,122.973,High,Tier 3,Supermarket Type1,1231.73,36
9.8,Low Fat,Baking Goods,99.4016,Small,Tier 2,Supermarket Type1,2428.8384,19
9.1,Regular,Frozen Foods,81.1618,High,Tier 3,Supermarket Type1,2255.7304,36
6.215,Low Fat,Fruits and Vegetables,37.4848,Medium,Tier 3,Supermarket Type2,186.424,14
20.75,Low Fat,Snack Foods,107.1622,Small,Tier 2,Supermarket Type1,1693.7952,19
19.1,Regular,Fruits and Vegetables,145.7418,Small,Tier 1,Supermarket Type1,882.8508,26
19.6,Low Fat,Household,105.6964,Small,Tier 1,Supermarket Type1,1577.946,26
8.63,Regular,Canned,172.5422,Medium,Tier 1,Supermarket Type1,2241.7486,24
12.85,Low Fat,Starchy Foods,253.004,Medium,Tier 3,Supermarket Type2,3795.06,14
14.0,Low Fat,Starchy Foods,182.4634,Small,Tier 2,Supermarket Type1,5452.902,19
5.98,Low Fat,Hard Drinks,53.3614,Medium,Tier 1,Supermarket Type1,331.5684,24
12.8,Low Fat,Fruits and Vegetables,97.241,Medium,Tier 3,Supermarket Type2,1448.115,14
20.2,Regular,Snack Foods,94.5752,Small,Tier 1,Supermarket Type1,1821.6288,26
12.35,Low Fat,Canned,59.2246,Medium,Tier 1,Supermarket Type1,984.7182,24
14.5,Low Fat,Others,161.621,High,Tier 3,Supermarket Type1,2120.573,36
6.15,Low Fat,Baking Goods,100.5384,Medium,Tier 3,Supermarket Type2,1675.1528,14
13.65,Regular,Frozen Foods,260.1936,High,Tier 3,Supermarket Type1,3914.904,36
12.85,Low Fat,Frozen Foods,46.406,Medium,Tier 3,Supermarket Type2,186.424,14
5.15,Regular,Meat,125.6388,Small,Tier 2,Supermarket Type1,2848.2924,19
13.6,Low Fat,Snack Foods,195.4136,High,Tier 3,Supermarket Type1,5443.5808,36
9.0,Low Fat,Snack Foods,168.7816,Medium,Tier 1,Supermarket Type1,3355.632,24
13.5,Low Fat,Baking Goods,84.654,Medium,Tier 1,Supermarket Type1,1211.756,24
19.1,Low Fat,Fruits and Vegetables,234.4958,Medium,Tier 3,Supermarket Type2,1635.8706,14
18.25,Low Fat,Fruits and Vegetables,160.2894,Small,Tier 2,Supermarket Type1,3235.788,19
9.895,Regular,Frozen Foods,260.2278,Medium,Tier 3,Supermarket Type2,4165.2448,14
12.65,Low Fat,Soft Drinks,159.6578,Medium,Tier 3,Supermarket Type2,962.7468,14
15.7,Regular,Canned,169.379,Medium,Tier 3,Supermarket Type2,1528.011,14
12.65,Low Fat,Others,114.1202,High,Tier 3,Supermarket Type1,3488.1262,36
